Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Myanmar,MMR,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,79.687,81.796,,,,86.176,85.666,86.704,,,,,,,,90.616,90.199,90.79,91.517,92.334,94.174,94.536,94.43,94.992,,,,,97.237,99.799,96.463,96.827,97.101,96.909,98.896,98.472,,,99.368,101.033,,,
Middle East & North Africa (developing only),MNA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,56.929,56.899,57.688,58.68,59.472,60.544,61.97,63.356,64.535,66.758,68.099,69.482,70.681,71.934,73.297,74.597,75.691,76.447,76.913,78.277,79.638,80.837,82.186,83.124,83.543,85.002,83.961,86.277,87.378,88.485,89.366,90.036,90.534,91.209,91.702,92.119,92.652,93.722,93.617,93.677,93.779,93.412,,
Montenegro,MNE,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.442,100.802,101.768,101.365,100.94,109.085,100.256,100.33,100.151,100.752,
Mongolia,MNG,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,101.529,100.436,,,103.932,101.787,,,105.292,,,,,,,,106.164,,115.174,119.216,119.57,117.756,116.581,115.456,112.484,111.676,111.356,110.487,108.098,106.395,106.133,105.494,,,103.262,102.415,101.543,100.313,
Northern Mariana Islands,MNP,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,52.263,,,,66.961,67.256,67.337,,70.382,71.475,70.526,,73.072,73.895,74.493,,,72.771,70.682,71.161,70.301,69.208,69.388,,,,73.563,74.86,76.367,78.062,,81.829,82.857,84.536,85.286,86.357,88.044,88.668,89.732,90.263,
Mauritania,MRT,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,49.77,,,,,,62.164,65.151,65.416,67.154,69.654,72.926,76.418,78.818,79.697,80.815,85.032,90.79,93.06,92.828,92.463,94.506,96.581,98.112,100.316,99.045,100.057,101.518,101.023,101.129,101.331,100.523,
Mauritius,MUS,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,92.924,92.643,93.425,93.993,94.066,93.928,94.15,94.803,95.417,97.014,96.639,96.017,95.734,95.191,96.216,96.469,97.259,99.179,99.503,100.405,,,,,,101.575,,100.528,99.271,98.093,98.488,99.733,99.283,98.648,98.281,100.919,100.874,100.751,101.366,101.424,101.555,101.527,
Malawi,MWI,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,56.704,56.265,,59.672,61.165,62.691,63.601,64.768,65.985,67.105,69.11,70.889,71.596,72.977,75.582,77.747,79.764,80.586,81.325,82.508,,89.157,92.341,88.525,88.559,,,90.72,92.795,93.44,93.558,,98.88,98.871,100.042,99.805,99.356,99.967,101.25,101.623,101.11,
Malaysia,MYS,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,83.205,,,,,,,,,,96.411,97.464,98.208,98.339,99.293,99.673,,100.133,100.514,100.797,101.973,101.44,102.131,102.342,102.966,103.178,,,103.84,102.745,103.511,102.558,101.893,102.007,100.582,98.239,,,,,,,,
North America,NAC,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,100.191,100.394,99.843,98.928,99.336,99.43,99.935,99.408,99.454,99.499,99.621,99.906,99.501,99.163,99.435,100.388,99.684,101.306,103.017,102.593,99.925,100.623,100.027,100.091,100.512,100.099,99.873,100.05,99.815,100.774,99.97,99.947,,
Namibia,NAM,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.008,111.408,106.839,105.921,104.96,104.098,103.248,103.158,103.29,103.397,102.981,102.85,103.141,103.001,102.709,103.026,102.821,103.397,103.028,,,,,,
New Caledonia,NCL,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,54.528,54.089,54.357,55.176,55.117,54.525,53.339,52.172,54.39,51.777,51.728,,,,,,,51.997,52.425,52.425,52.621,54.316,56.269,,,60.341,61.426,62.501,63.81,64.449,65.216,65.565,66.804,67.39,69.093,69.988,70.833,73.712,74.972,77.98,78.667,80.026,
Nigeria,NGA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,58.67,62.049,63.815,66.519,,,,72.752,75.898,75.118,74.897,75.722,75.267,70.624,68.122,,80.317,81.816,,83.779,78.723,,,,,,,,,82.954,82.164,83.419,81.869,,83.615,84.829,85.816,86.497,88.279,89.576,90.571,,,
Nicaragua,NIC,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,101.701,101.952,102.512,103.095,,106.311,,103.777,,108.442,108.221,,108.033,109.047,111.396,123.602,120.585,120.244,121.261,118.992,,,,,,,,,106.237,105.151,105.251,105.077,103.617,,102.162,101.951,102.109,102.416,102.366,,101.641,,,
Netherlands,NLD,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,94.1,94.754,95.484,95.695,95.937,96.724,96.843,97.348,97.972,98.267,98.708,98.93,99.059,99.023,99.601,98.271,98.142,97.229,97.349,96.96,97.013,97.006,98.654,95.477,96.375,96.132,96.88,97.155,96.66,96.944,97.487,97.544,98.045,97.878,97.817,97.965,97.944,98.079,98.339,98.757,98.894,,
High income: nonOECD,NOC,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.627,98.845,98.748,98.518,98.506,98.307,97.995,98.076,98.316,98.251,98.433,98.586,98.806,98.424,98.07,97.912,98.216,98.388,98.442,,
Norway,NOR,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,105.036,99.406,99.689,99.95,100.798,100.214,100.373,101.265,101.855,101.822,102.563,103.161,102.301,103.375,103.025,102.769,102.862,102.602,102.83,102.206,101.658,100.731,98.779,98.515,97.226,97.235,98.055,100.28,100.999,101.283,101.131,101.075,100.936,101.423,100.585,100.132,99.449,99.109,99.109,99.437,99.524,,
Nepal,NPL,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,21.535,17.16,18.003,18.774,25.279,27.831,29.777,34.093,35.968,36.233,37.408,38.529,40.933,41.814,42.62,43.581,46.294,51.781,55.094,58.387,61.551,63.316,66.105,67.884,69.708,,,72.257,73.747,77.033,78.48,81.249,,87.165,91.456,94.473,96.16,97.669,102.443,104.613,105.963,
New Zealand,NZL,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,98.106,98.005,98.494,98.925,99.009,99.421,99.734,99.948,,100.445,100.407,100.432,100.78,100.422,100.453,100.715,100.287,100.233,100.258,100.05,99.48,99.87,99.256,99.895,101.247,99.041,102.674,102.335,103.011,102.757,103.305,,105.972,105.497,102.969,102.962,102.298,101.343,102.666,101.792,102.832,103.121,,
High income: OECD,OEC,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,91.027,91.042,91.033,92.61,93.511,95.16,96.767,97.878,99.318,99.377,99.811,100.333,99.965,99.949,100.052,100.148,100.411,100.395,100.236,100.174,100.284,100.481,100.466,100.221,99.961,100.269,100.155,100.66,101.221,101.03,100.111,100.39,100.027,100.114,100.081,99.877,99.752,99.772,99.635,99.809,99.473,99.446,,
OECD members,OED,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,89.874,89.836,89.744,91.227,92.11,93.409,94.664,96.031,97.219,97.375,97.829,98.399,98.161,98.003,98.132,98.208,98.545,98.525,98.384,98.372,98.44,98.683,98.553,98.43,98.311,98.546,98.466,98.925,99.377,99.257,98.773,99.017,98.771,98.967,99.127,99.227,99.207,99.332,99.438,99.751,99.514,99.502,,
Oman,OMN,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,16.204,15.031,20.625,29.237,34.621,38.358,40.838,42.999,46.208,47.316,50.316,53.801,57.642,63.212,69.046,74.466,77.952,80.766,82.958,84.837,88.774,91.156,94.056,96.395,97.251,95.708,98.533,98.961,98.586,97.381,97.479,96.144,95.464,,96.89,98.098,97.667,96.207,92.932,,97.743,104.583,
Other small states,OSS,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,96.211,96.303,97.127,97.656,98.193,97.354,96.689,96.827,96.639,96.77,97.007,96.665,96.138,96.099,95.874,96.674,96.252,97.099,97.594,98.059,97.978,97.8,97.8,97.41,96.929,96.233,96.227,95.895,95.781,95.279,95.364,95.298,95.268,95.751,95.764,96.013,96.41,96.656,97.277,97.617,97.53,97.45,,
Pakistan,PAK,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,34.561,35.612,38.354,38.66,39.475,40.692,39.92,44.435,45.706,45.943,46.664,47.475,46.112,46.187,47.057,48.617,48.68,49.701,49.36,49.631,,,,,,,,,,,,,74.512,74.631,76.913,78.428,80.488,81.05,82.938,82.086,81.689,81.73,
Panama,PAN,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,98.796,99.039,98.908,98.589,99.778,99.356,99.916,100.238,100.49,100.699,101.267,101.312,101.343,101.118,100.656,100.674,100.989,100.507,100.741,100.713,100.019,,,,,,,,,100.983,100.643,100.924,100.686,,100.973,100.751,101.237,100.864,100.889,100.995,100.381,101.266,100.688,
Peru,PER,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,85.448,,,,,,,93.001,93.453,92.646,92.321,93.55,92.271,,,94.254,,,,,,96.168,,,,96.154,,,97.168,97.287,96.999,97.132,97.046,97.336,98.733,98.712,98.991,99.068,99.37,98.843,99.195,98.903,,
Philippines,PHL,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,103.87,102.202,102.097,101.696,101.966,101.326,99.868,100.849,100.802,99.768,,,,,,,,102.392,102.853,,103.023,102.664,102.563,102.685,103.108,102.753,102.318,101.89,101.167,,,,
Palau,PLW,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99,100.441,,,,99.724,,,,,,,,,
Papua New Guinea,PNG,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,57.032,,,,56.863,59.286,59.495,61.833,,,,,,,78.289,,79.733,79.779,80.102,80.504,81.657,82.375,82.339,83.73,83.512,84.563,,,83.657,,,,,,,,,,,,,,,
Poland,POL,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,99.676,100.028,99.699,,,,,,,,,,,,,,,100.734,100.769,100.583,100.084,98.9,98.819,,,98.404,98.433,98.324,98.119,97.995,97.696,97.208,100.098,99.073,98.668,98.712,98.872,98.944,98.914,99.093,,
Puerto Rico,PRI,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.077,104.407,103.824,,
"Korea, Dem. Rep.",PRK,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,92.431,93.826,94.12,94.918,96.509,96.423,96.423,97.106,98.486,88.563,,,,,,100.63,,95.978,,97.059,102.736,,104.039,101.634,101.494,102.08,,101.662,101.846,101.083,101.936,100.439,101.586,101.759,101.764,101.312,100.332,99.538,100.111,99.785,,,
Paraguay,PRY,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,92.979,93.277,94.193,93.952,,94.642,94.565,94.645,94.94,,,,,,,95.375,95.736,95.959,96.153,97.848,97.554,98.126,,98.392,98.304,99.187,99.051,99.272,98.979,98.513,98.452,98.288,98.136,98.287,98.684,99.059,99.325,99.295,99.53,99.67,99.466,,,
Pacific island small states,PSS,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,90.983,90.221,92.757,92.386,94.745,95.731,95.262,95.826,95.92,96.369,96.235,96.264,96.639,96.874,96.833,97.252,97.565,97.748,97.685,97.614,97.669,97.337,97.749,97.756,98.244,98.764,99.154,99.858,100.297,100.83,101.161,100.773,100.96,100.58,100.247,100.916,100.896,101.01,100.616,100.682,100.938,101.068,,
French Polynesia,PYF,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.038,110.962,105.128,106.201,109.39,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,88.534,99.916,106.419,110.576,115.798,115.16,109.815,107.966,105.092,104.097,104.003,98.414,97.026,96.07,96.283,95.662,105.93,105.658,106.555,105.995,104.135,102.184,100.073,95.436,93.022,93.567,,100.777,107.906,109.876,112.818,103.792,96.369,90.314,92.12,,,,,,,,
Romania,ROU,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,95.159,94.644,94.862,95.213,,,,,,,,,,,,,,,98.057,98.144,99.865,100.374,99.627,101.275,101.36,100.766,99.695,100.437,100.684,100.791,100.717,100.686,100.597,100.374,100.33,99.935,99.192,98.762,98.982,98.586,98.282,,
Russian Federation,RUS,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.359,,,,,,,,,99.563,,98.805,98.563,98.181,97.878,98.477,,,,
Rwanda,RWA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,77.476,,,,,84.378,86.398,88.03,89.074,89.456,89.777,90.378,90.581,90.694,91.181,92.243,93.394,94,94.63,95.32,95.835,94.869,,,,,,,95.38,92.992,94.544,95.131,95.064,96.731,98.004,100.083,98.766,99.051,99.534,100.506,101.897,102.333,
South Asia,SAS,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,55.552,55.57,56.301,57.165,57.035,57.555,57.989,58.597,58.442,59.218,59.666,60.701,61.085,62.384,62.063,62.994,64.679,65.33,66.884,66.707,67.77,69.442,70.455,72.471,73.744,74.169,75.07,76.409,77.846,78.877,79.549,80.464,82.25,89.04,88.434,89.655,90.243,91.226,93.13,94.876,94.978,95.191,,
Saudi Arabia,SAU,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,60.469,,,,,,,,,,,,,,,,,,,,,,,,,,96.179,,,94.127,94.915,95.745,96.915,101.851,
Sudan,SDN,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,59.439,60.202,,,,,,62.272,63.16,63.315,63.339,63.519,63.698,63.942,64.593,64.678,,66.247,66.812,67.859,,69.731,,,,75.552,77.249,79.383,78.631,82.071,83.812,85.163,,89.423,90.898,92.552,,95.411,,99.416,101.039,,
Singapore,SGP,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,60.752,55.487,,,,63.221,,,,,,,,,,,79.252,,,,82.12,81.703,81.689,81.906,83.788,,,,,88.232,88.926,,89.963,,,91.463,91.835,91.723,,,94.538,95.794,97.51,
Sierra Leone,SLE,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,55.8,56.752,54.623,56.147,55.703,56.856,57.645,58.108,,,,,,62.157,62.368,,,63.399,65.693,64.039,65.849,,,,,,,,,,70.158,,,,,,,,,,,,
El Salvador,SLV,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,92.367,91.562,91.828,91.267,91.692,92.123,93.375,92.68,93.536,94.252,97.903,,,97.808,99.634,,,,101.924,99.664,,101.541,100.898,100.432,,,,,97.515,96.604,96.797,97.526,96.75,98.263,98.581,98.765,99.101,101.447,98.795,98.386,97.628,97.278,,
San Marino,SMR,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.646,106.396,100.311,,
Somalia,SOM,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,29.49,29.921,32.22,36.904,,50.698,52.849,55.08,54.203,55.143,53.018,52.735,52.514,54.466,53.226,51.787,,,,,,,,,,,,,,,,,,,,,53.682,,,,,,
Serbia,SRB,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.39,101.077,101.12,101.645,102.382,102.1,102.161,102.439,101.898,101.752,101.433,101.182,100.955,101.233,
Sub-Saharan Africa (developing only),SSA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,68.994,69.533,70.01,70.683,71.715,72.058,72.364,73.768,75.235,75.428,76.195,77.032,77.243,76.22,75.954,77.416,79.372,80.78,79.432,81.852,81.362,82.21,82.883,83.012,83.24,83.292,83.942,84.149,84.18,84.413,84.41,84.825,84.32,84.957,85.383,86.222,87.096,87.626,88.538,89.316,89.883,90.187,,
South Sudan,SSD,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,68.994,69.533,70.01,70.683,71.715,72.058,72.364,73.769,75.236,75.429,76.197,77.034,77.244,76.224,75.958,77.418,79.371,80.778,79.431,81.85,81.361,82.209,82.882,83.011,83.244,83.292,83.937,84.14,84.168,84.397,84.408,84.825,84.321,84.958,85.383,86.221,87.094,87.625,88.536,89.314,89.881,90.186,,
Small states,SST,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,97.308,97.396,98.222,98.414,98.782,99.049,99.08,98.695,98.603,98.708,99.121,98.901,98.372,98.301,98.062,98.54,98.435,98.413,98.824,99.25,99.157,98.784,98.589,98.179,98.044,97.696,97.917,97.968,97.738,97.312,97.305,97.054,97.211,97.364,97.232,97.484,97.799,97.984,98.36,98.395,98.504,98.493,,
Sao Tome and Principe,STP,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,80.413,95.738,,,,,90.43,,,,,,,,,,,94.682,,,,,,,,,,,,,,,99.848,98.627,99.13,,101.531,100.158,103.375,100.379,101.503,101.557,
Suriname,SUR,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,99.755,100.124,101.889,100.605,96.099,101.132,97.358,99.134,98.679,,,,,,,106.05,108.183,109.38,108.518,115.88,107.482,106.371,102.761,,,,,,,,106.586,112.696,,,108.633,109.353,108.867,107.67,105.442,,109.857,,
Slovak Republic,SVK,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.279,102.296,103.173,102.181,101.966,101.086,101.012,100.827,100.665,100.51,100.109,100.521,100.306,100.334,100.413,100.546,100.744,100.575,100.29,,
Slovenia,SVN,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.883,101.704,101.713,101.837,101.693,101.793,101.577,102.914,101.112,99.869,99.229,99.655,99.406,99.738,99.525,99.723,99.91,99.433,99.337,,
Sweden,SWE,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,100.009,99.383,100.617,100.751,100.658,104.368,103.761,104.083,103.534,104.896,105.196,106.242,106.153,106.111,106.605,,101.808,101.21,101.944,102.288,102.388,102.281,108.109,107.822,108.766,109.899,110.868,115.048,115.213,115.213,114.74,112.433,110.763,101.345,99.61,99.633,99.481,99.435,99.378,99.22,99.251,,
Swaziland,SWZ,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,90.516,90.372,89.447,90.146,91.764,92.966,94.074,95.438,,,,,,,,,,,,,,,,,,,,,96.734,96.675,96.137,96.977,95.872,97.122,95.297,95.97,95.748,92.69,,94.429,93.954,91.759,,
Sint Maarten (Dutch part),SXM,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,111.351,112.023,110.625,113.659,113.234,118.664,112.69,,111.589,108.727,107.659,106.451,107.55,104.935,,102.583,100.167,98.948,99.164,98.647,,99.624,99.86,100.541,102.131,100.834,101.845,,100.428,103.041,104.241,104.385,102.829,103.017,104.116,101.526,,104.579,106.455,105.859,104.447,107.051,,
Syrian Arab Republic,SYR,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,51.555,53.924,56.204,58.135,59.493,60.931,62.834,64.363,66.235,70.004,72.048,74.219,75.81,77.671,79.738,81.57,82.911,83.749,84.142,85.06,85.582,86.585,88.155,88.503,89.137,90.172,91.032,91.825,91.794,92.328,92.553,93.093,94.602,95.376,96.31,97.235,98.407,98.978,99.266,98.997,98.817,98.826,
Turks and Caicos Islands,TCA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,97.01,101.12,99.527,,,,,,,,
Chad,TCD,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,31.009,30.865,,31.773,,,,,,,,,,,34.889,,36.945,,39.717,41.631,,,,44.704,44.808,45.781,48.731,51.033,53.806,56.341,58.214,59.585,60.259,60.04,61.402,61.738,64.565,64.005,64.035,66.204,68.197,69.726,
Togo,TGO,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,43.125,44.686,45.476,46.692,47.443,49.105,50.142,51.916,53.723,54.691,,56.914,57.46,56.847,56.108,55.208,55.479,56.016,56.655,57.934,58.714,59.335,,59.492,60.872,61.7,63.199,,66.851,69.015,70.018,71.342,72.134,73.514,74.409,75.638,75.509,,,,,,
Thailand,THA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,87.396,,88.185,88.272,89.033,89.858,90.793,91.605,,,,,,,,,,,,,97.157,97.349,97.452,,,,,,,,97.5,98.501,,101.664,100.793,102.138,102.527,102.116,102.258,,,,
Tajikistan,TJK,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.741,88.864,87.162,87.592,87.966,88.438,88.353,87.884,89.032,91.048,91.942,91.02,91.299,,
Turkmenistan,TKM,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.132,93.335,,,95.224,95.279,96.792,97.328,,
Tonga,TON,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,98.617,98.456,97.691,98.199,99.131,99.297,,,99.83,,,96.023,96.877,,101.702,103.72,100.757,,,,98.822,100.858,,99.508,,,,,104.577,103.573,102.163,101.985,102.063,,,,98.103,84.387,99.109,111.358,102.04,97.714,101.694,
Trinidad and Tobago,TTO,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,100.163,99.483,100.066,,,,100.101,,,,,100.963,102.534,101.669,101.731,,101.431,101.217,101.593,102.665,101.396,100.916,101.185,,,,,,,,,,,101.074,,,,,,,,,
Tunisia,TUN,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,60.684,60.35,60.685,60.743,61.664,63.777,64.869,66.103,67.884,68.865,70.651,72.686,74.073,76.092,77.858,79.087,80.034,80.764,82.228,83.586,85.124,87.025,88.696,90.587,91.824,93.181,94.249,,96.968,98.945,99.409,99.15,101.009,,102.777,103.016,,102.565,102.547,102.28,101.189,,
Turkey,TUR,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,63.79,64.956,66.728,68.504,,70.32,70.517,70.615,71.568,,,74.859,,77.076,,77.452,77.365,77.682,77.637,78.226,78.515,79.015,79.19,80.292,79.663,,80.503,,79.752,81.861,81.895,81.983,82.214,85.337,88.977,89.784,90.729,92.689,94.414,94.79,94.986,,
Tuvalu,TUV,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.429,,,112.349,,,,,,,,,,,,
